,ID,Country,Date,Amount,Controller_Processor,Quoted_Art,Type,Source
562,ETid-508,FRANCE,2020-12-07,"7,300",Perfomeclic,"Art. 5 (1) c), e) GDPR, Art. 14 GDPR, Art. 21 GDPR, Art. 28 GDPR",Insufficient legal basis for data processing,link link
563,ETid-507,NORWAY,2021-01-04,"95,500",Innovasjon Norge,"Art. 5 (1) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing,link
564,ETid-506,SPAIN,2021-01-04,"54,000","Vodafone España, S.A.U.","Art. 5 (1) d), f) GDPR",Non-compliance with general data processing principles,link
565,ETid-505,ROMANIA,2020-12-30,"3,000",ING Bank N.V. Amsterdam - Bucharest office,"Art. 5 (1) a) - d) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing,link
566,ETid-504,ROMANIA,2020-12-29,"1,000",Qualitance QBS SA,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
567,ETid-503,ITALY,2020-11-26,"20,000",Concentrix Cvg Italy s.r.l.,"Art. 5 (1) a), c) GDPR, Art. 6 (1) b), c) GDPR, Art. 9 (1) b) GDPR",Insufficient legal basis for data processing,link
568,ETid-502,ITALY,2020-11-26,"10,000",Reti Televisive Italiane S.p.a.,Art. 5 (1) a) GDPR,Non-compliance with general data processing principles,link
569,ETid-501,POLAND,2020-12-28,"18,930",Towarzystwo Ubezpieczeń i Reasekuracji WARTA S.A.,"Art. 33 (1) GDPR, Art. 34 (1) GDPR",Insufficient fulfilment of data breach notification obligations,link
570,ETid-500,BELGIUM,2020-12-23,"15,000",Unknown,"Art. 14 (1), (2) GDPR, Art. 12 (3) GDPR, Art. 6 GDPR, Art. 5 (1) c), (2) GDPR, Art. 24 (1), (2) GDPR",Insufficient fulfilment of data subjects rights,link
571,ETid-499,BELGIUM,2020-12-23,"50,000",Unknown,"Art. 14 (1), (2) GDPR, Art. 12 (1), (2), (3) GDPR, Art. 15 (1) GDPR, Art. 5 (1) c), (2) GDPR, Art. 24 (1), (2) GDPR",Insufficient fulfilment of data subjects rights,link
572,ETid-498,ROMANIA,2020-12-22,"2,000",S.C. C&V Water Control S.A.,"Art. 58 (1) a), e) GDPR, Art. 58 (2) i) GDPR",Insufficient cooperation with supervisory authority,link
573,ETid-497,SPAIN,2020-12-22,"6,000","Iberdrola Clientes, SAU","Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 (4) LOPDGDD",Insufficient fulfilment of data subjects rights,link
574,ETid-496,SPAIN,2020-12-21,"36,000","Banco Bilbao Vizcaya Argentaria, S.A.",Art. 5 (1) d) GDPR,Non-compliance with general data processing principles,link
575,ETid-495,HUNGARY,2020-12-16,"1,385",Next Time Media Agency Ltd. (Next Time Media Ügynökség Kft.),Art. 32 (1) GDPR,Insufficient technical and organisational measures to ensure information security,link
576,ETid-494,HUNGARY,2020-12-16,"55,400",Robinson Tours Ltd. (Robinson Tours Idegenforgalmi és Szolgáltató Kft.),"Art. 25 (1), (2) GDPR, Art. 32 (1) b) GDPR, Art. 34 (1) GDPR",Insufficient technical and organisational measures to ensure information security,link
577,ETid-493,HUNGARY,2020-12-16,"1,940",Unknown,"Art. 5 (1) b), c) GDPR, Art. 13 (1) GDPR",Insufficient fulfilment of information obligations,link
578,ETid-492,SPAIN,2020-12-15,"10,000",Online Services,"Art. 13 GDPR, Art. 8 (1) GDPR, Art. 6 (1) a) GDPR",Insufficient fulfilment of information obligations,link
579,ETid-491,FRANCE,2020-12-17,"6,000",Doctor,"Art. 32 GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security,link
580,ETid-490,FRANCE,2020-12-17,"3,000",Doctor,"Art. 32 GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security,link link
581,ETid-489,ROMANIA,2020-12-17,"100,000",Banca Transilvania SA,"Art. 5 (1) f) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link
582,ETid-488,LATVIA,2020-12-15,"6,250",Unknown,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
583,ETid-487,LATVIA,2020-12-15,"15,000",HH Invest SIA,Art. 13 GDPR,Insufficient fulfilment of information obligations,link
584,ETid-486,SWEDEN,2020-12-15,"29,500",Uppsalahem AB,"Art. 5 GDPR, Art. 6 (1) f) GDPR",Insufficient legal basis for data processing,link
585,ETid-485,IRELAND,2020-12-15,"450,000",Twitter International Company,"Art. 33 (1), (5) GDPR",Insufficient fulfilment of data breach notification obligations,link
586,ETid-484,GREECE,2020-10-29,"1,000",American College of Greece,"Art. 12 (3), (4) GDPR",Insufficient fulfilment of information obligations,link
587,ETid-483,POLAND,2020-12-14,"443,000",Virgin Mobile Polska,"Art. 5 (1) f), (2) GDPR, Art. 25 (1) GDPR, Art. 32 (1) b), d), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link
588,ETid-482,SWEDEN,2020-12-11,"54,000",Umeå University,"Art. 5 (1) f) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link
589,ETid-481,SPAIN,2020-12-11,"5,000,000","Banco Bilbao Vizcaya Argentaria, S.A.","Art. 6 GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,link
590,ETid-480,SPAIN,2020-12-10,"4,000","Borjamotor, S.A.",Art. 7 GDPR,Insufficient legal basis for data processing,link
591,ETid-479,BELGIUM,2020-11-13,"1,500",Unknown,"Art. 5 GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 30 GDPR, Art. 37 (5) GDPR, Art. 37 (7) GDPR",Non-compliance with general data processing principles,link
592,ETid-478,SPAIN,2020-12-09,"10,000",Unknown,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link
593,ETid-477,SPAIN,2020-12-09,"40,000",Xfera Moviles S.A.,Art. 6 (1) GDPR,Insufficient legal basis for data processing,link
594,ETid-476,SPAIN,2020-12-02,"10,000",Losada Advocats S.L.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
595,ETid-475,SPAIN,2020-11-27,"1,200",Private Individual,Art. 5 (1) a) GDPR,Non-compliance with general data processing principles,link
596,ETid-474,NORWAY,2020-12-03,"18,840",Municipality of Indre Østfold,"Art. 6 GDPR, Art. 32 (1) b) GDPR",Insufficient technical and organisational measures to ensure information security,link
597,ETid-473,SWEDEN,2020-12-03,"2,900,000",Capio St. Göran AB,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,link
598,ETid-472,SWEDEN,2020-12-03,"390,100",Karolinska University Hospital of Solna,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,link
599,ETid-471,SWEDEN,2020-12-03,"341,300",Sahlgrenska University Hospital,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,link
600,ETid-470,SWEDEN,2020-12-03,"243,800",Västerbotten Region,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,link
601,ETid-469,SWEDEN,2020-12-03,"243,800",Östergötland Region,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,link
602,ETid-468,SPAIN,2020-12-03,"2,400","Dr Marín Cirugia Plástica, S.L.P.",Art. 13 GDPR,Insufficient fulfilment of information obligations,link
603,ETid-467,SWEDEN,2020-12-03,"1,168,000",Aleris Sjukvård AB,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,link
604,ETid-466,SWEDEN,2020-12-03,"1,463,000",Aleris Sjukvård AB,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,link
605,ETid-465,SPAIN,2020-12-02,"5,000","Asociación de Víctimas por Arbitrariedades Judiciales, (JAVA)",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link
606,ETid-464,SPAIN,2020-12-02,"3,000","Comercio Online Levante, S.L.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
607,ETid-463,SPAIN,2020-12-02,"6,000","Servicio de Alojamientos Responsables, S.L.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link
608,ETid-462,AUSTRIA,2020-10-19,150,Private Individual,"Art. 5 (1) a) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
609,ETid-461,AUSTRIA,2020-10-19,600,Private Individual,"Art. 5 (1) a) GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,link
610,ETid-460,BELGIUM,2020-11-25,"1,500",Private Individual,"Art. 6 GDPR, Art. 25 GDPR",Insufficient legal basis for data processing,link
611,ETid-459,ITALY,2020-11-23,"20,000",Burgo Group S.p.A,"Art. 5 GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link
612,ETid-458,SPAIN,2020-11-25,"40,000",Miraclia Telecomunicaciones S.L.,"Art. 6 GDPR, Art. 13 GDPR, Art. 14 GDPR",Insufficient legal basis for data processing,link
613,ETid-457,FRANCE,2020-11-18,"2,250,000",Carrefour France,"Art. 5 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 21 GDPR, Art. 32 GDPR, Art. 33 GDPR",Non-compliance with general data processing principles,link
614,ETid-456,SWEDEN,2020-11-25,"19,500",Gnosjö Municipality,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 35 GDPR, Art. 36 GDPR",Insufficient legal basis for data processing,link
615,ETid-455,SWEDEN,2020-11-24,"394,000",City of Stockholm,"Art. 5 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
616,ETid-454,FRANCE,2020-11-18,"800,000",Carrefour Banque,Art. 5 GDPR,Non-compliance with general data processing principles,link
617,ETid-453,ROMANIA,2020-11-24,"5,000",Dada Creation S.R.L.,"Art. 32 GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security,link
618,ETid-452,SPAIN,2020-11-18,"2,000","Anmavas 61, S.L.",Art. 58 GDPR,Insufficient cooperation with supervisory authority,link
619,ETid-451,ROMANIA,2020-11-23,"4,000",Vodafone România SA,"Art. 12 GDPR, Art. 15 GDPR, Art. 17 GDPR",Insufficient fulfilment of data subjects rights,link
620,ETid-450,SPAIN,2020-11-23,"12,000",Recambios Villalegre S.L.,"Art. 6 GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,link
621,ETid-449,IRELAND,2020-08-18,"65,000",Cork University Maternity Hospital,"Art. 5 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
622,ETid-448,ITALY,2020-11-17,"2,000",Comune di Collegno,"Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR",Insufficient fulfilment of data subjects rights,link
623,ETid-447,ITALY,2020-11-17,"30,000",Provincial Health Authority of Cosenza,Art. 9 GDPR,Insufficient legal basis for data processing,link
624,ETid-446,SPAIN,2020-11-16,"42,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
625,ETid-445,SPAIN,2020-11-16,"1,600",Homeowners Association,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link
626,ETid-444,SPAIN,2020-11-11,"42,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
627,ETid-443,SPAIN,2020-10-26,"50,000",Conseguridad SL,Art. 37 GDPR,Lack of appointment of data protection officer,link
628,ETid-442,SPAIN,2020-10-26,"4,000",Organic Natur 03 S.L.,Art. 13 GDPR,Insufficient fulfilment of information obligations,link
629,ETid-441,SPAIN,2020-11-10,"3,000","Miguel Ibáñez Bezanilla, S.L.","Art. 13 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
630,ETid-440,UNITED KINGDOM,2020-11-13,"1,405,000",Ticketmaster UK Limited,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
631,ETid-439,SPAIN,2020-11-06,"20,000",Xfera Moviles S.A.,Art. 31 GDPR,Insufficient legal basis for data processing,link
632,ETid-438,ITALY,2020-11-12,"12,251,601",Vodafone Italia S.p.A.,"Art. 5 (1), (2) GDPR, Art. 6 (1) GDPR, Art. 7 GDPR, Art. 15 (1) GDPR, Art. 16 GDPR, Art. 21 GDPR, Art. 24 GDPR, Art. 25 (1) GDPR, Art. 32 GDPR, Art. 33 GDPR",Non-compliance with general data processing principles,link
633,ETid-437,SPAIN,2020-11-19,"36,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
634,ETid-436,SPAIN,2020-11-05,"75,000","Telefonica Moviles Espana, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
635,ETid-435,SPAIN,2020-11-03,"30,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
636,ETid-434,SPAIN,2020-10-28,"4,000","Play Orenes, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link
637,ETid-433,ITALY,2020-10-26,"20,000",Università Campus Bio-medico di Roma (Polyclinic),"Art. 5 (2) a), f) GDPR, Art. 9 GDPR",Non-compliance with general data processing principles,link
638,ETid-432,CYPRUS,2020-10-22,"6,000",Cyprus Police,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
639,ETid-431,SPAIN,2020-10-28,"36,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
640,ETid-430,HUNGARY,2020-10-23,"54,800",Deichmann Cipőkereskedelmi Korlátolt Felelősségű Társaságnak,"Art. 12 GDPR, Art. 15 GDPR, Art. 18 (1) c) GDPR, Art. 25 GDPR",Insufficient fulfilment of data subjects rights,link
641,ETid-429,LITHUANIA,2020-10-21,"15,000",Vilnius City Municipality Administration,"Art. 5 (1) d) GDPR, Art. 5 (1) f) GDPR",Non-compliance with general data processing principles,link link
642,ETid-428,ITALY,2020-09-03,"2,000",Comune di Casaloldo,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
643,ETid-427,HUNGARY,2020-07-23,"1,700",Employer,"Art. 12 GDPR, Art. 15 GDPR, Art. 17 GDPR",Insufficient fulfilment of data subjects rights,link
644,ETid-426,SPAIN,2020-09-22,"7,800","Iweb Internet Learning, S.L.","Art. 7 GDPR, Art. 12 GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,link
645,ETid-425,ROMANIA,2020-10-20,"2,000",Globus Score SRL,Art. 58 GDPR,Insufficient cooperation with supervisory authority,link
646,ETid-424,SPAIN,2020-10-06,"4,000","Callesgarcia, S.L.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
647,ETid-423,SPAIN,2020-10-03,"3,000","Avata Hispania, S.L.","Art. 5 GDPR, Art. 6 GDPR, Art. 28 (3) g) GDPR",Insufficient legal basis for data processing,link
648,ETid-422,CYPRUS,2020-10-19,"15,000",Bank of Cyprus Public Company Ltd,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 15 GDPR, Art. 32 GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security,link
649,ETid-421,CYPRUS,2020-10-19,"1,000",Grant Ideas Ltd,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
650,ETid-420,ROMANIA,2020-10-15,"3,000",S.C. Marsorom S.R.L.,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
651,ETid-419,SPAIN,2020-10-09,"5,000",Caja Rural San José de Nules S. Cooperativa de Crédito,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link
652,ETid-418,SPAIN,2020-10-09,"50,000","Centro de Investigación y Estudio para la Obesidad, SL","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
653,ETid-417,SPAIN,2020-10-09,"2,000",Private Person,"Art. 5 (1) c) GDPR, Art. 6 GDPR",Non-compliance with general data processing principles,link
654,ETid-416,NORWAY,2020-09-25,"13,900",Odin Flissenter AS,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
655,ETid-415,SPAIN,2020-10-09,900,Café Restaurante B.B.B,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link
656,ETid-414,SPAIN,2020-09-30,"3,000","Venu Sanz Chef, S.L.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
657,ETid-413,ROMANIA,2020-10-01,"2,000",Asociația de proprietari Militari R,"Art. 31 GDPR, Art. 58 GDPR",Insufficient cooperation with supervisory authority,link
658,ETid-412,ROMANIA,2020-10-01,"3,000",Megareduceri TV S.R.L.,"Art. 31 GDPR, Art. 58 GDPR",Insufficient cooperation with supervisory authority,link
659,ETid-411,SPAIN,2020-10-06,"60,000",Lycamobile,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
660,ETid-410,POLAND,2020-06-03,"1,168",Entrepreneur running a non-public nursery and pre-school,"Art. 31 GDPR, Art. 58 GDPR",Insufficient cooperation with supervisory authority,link
661,ETid-409,HUNGARY,2020-07-16,28,Google Ireland Ltd.,"Art. 12 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link
662,ETid-408,SPAIN,2020-09-25,"60,000",Xfera Moviles S.A.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
663,ETid-407,ITALY,2020-09-30,"60,000",Scanshare s.r.l.,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
664,ETid-406,ITALY,2020-09-30,"80,000",Azienda Ospedaliera di Rilievo Nazionale 'Antonio Cardarelli' (Private Hospital),"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 28 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
665,ETid-405,GERMANY,2020-10-01,"35,258,708",H&M Hennes & Mauritz Online Shop A.B. & Co. KG,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
666,ETid-404,SPAIN,2020-09-22,"60,000","GLP Instalaciones 86, SL","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
667,ETid-403,BELGIUM,2020-09-07,0,Former mayor of a community,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
668,ETid-402,ITALY,2020-09-07,"2,000",Istituto Comprensivo Statale Crucoli Torretta,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
669,ETid-401,ROMANIA,2020-09-08,"2,000",Sanatatea Press Group S.R.L.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
670,ETid-400,GREECE,2020-09-11,"8,000",Private Person,Art. 5 GDPR,Non-compliance with general data processing principles,link
671,ETid-399,SPAIN,2020-09-11,"1,500",Political Party,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
672,ETid-398,SPAIN,2020-09-16,"10,000",Property owners community,Art. 5 GDPR,Non-compliance with general data processing principles,link
673,ETid-397,SPAIN,2020-09-17,"3,000",Grupo Carolizan,Art. 5 GDPR,Non-compliance with general data processing principles,link
674,ETid-396,SPAIN,2020-09-17,"60,000","Vodafone España, SAU","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
675,ETid-395,ROMANIA,2020-09-01,500,Apartment building owners association,"Art. 5 GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 25 GDPR, Art. 32 GDPR",Insufficient legal basis for data processing,link
676,ETid-394,HUNGARY,2020-07-23,560,Forbes Hungary,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
677,ETid-393,GREECE,2020-08-03,"3,000",Candidate for parliamentary elections,Art. 15 GDPR,Insufficient fulfilment of data subjects rights,link
678,ETid-392,POLAND,2020-09-08,"11,200",Warsaw University of Life Sciences,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
679,ETid-391,ITALY,2020-07-02,"15,000",Mapei S.p.A.,"Art. 5 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link
680,ETid-390,SPAIN,2020-09-07,"3,000",Barcelona Airport Security Guard Association ('AVSAB'),Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link
681,ETid-389,SPAIN,2020-09-01,"75,000","Telefónica Móviles España, SAU","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
682,ETid-388,SPAIN,2020-07-31,"1,500",Tour & People Max S.L.,Art. 21 GDPR,Insufficient fulfilment of data subjects rights,link
683,ETid-387,POLAND,2020-08-31,"22,700",Surveyor General of Poland ('GKK'),"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
684,ETid-386,SPAIN,2020-08-28,"5,000",Basketball Federation of Castilla and Leon,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
685,ETid-385,SPAIN,2020-08-28,"50,000",Bankia S.A.,Art. 5 (1) b) GDPR,Non-compliance with general data processing principles,link
686,ETid-384,ESTONIA,2020-08-17,48,Police Officer,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
687,ETid-383,SPAIN,2020-08-17,"5,000",Party of the Socialists of Catalonia,Art. 5 (1) b) GDPR,Non-compliance with general data processing principles,link
688,ETid-382,SPAIN,2020-07-31,"45,000",Vodafone España SAU,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
689,ETid-381,POLAND,2020-07-15,"22,300",Office for geodesy and cartography,"Art. 31 GDPR, Art. 58 GDPR",Insufficient cooperation with supervisory authority,link
690,ETid-380,BELGIUM,2020-07-28,"3,000",Communal political association,"Art. 5 GDPR, Art. 6 GDPR, Art. 14 GDPR",Insufficient legal basis for data processing,link
691,ETid-379,ITALY,2020-07-29,"4,000",Region of Campania,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
692,ETid-378,ITALY,2020-07-29,"3,000",Community of San Giorgio Jonico,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
693,ETid-377,ITALY,2020-07-30,"2,000",Community of Manduria,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
694,ETid-376,ITALY,2020-08-04,"1,000",Supermarket,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
695,ETid-375,ITALY,2020-08-04,"5,000",National Institute for Social Security - Department of the Province of Brescia,Art. 15 GDPR,Insufficient fulfilment of data subjects rights,link
696,ETid-374,ITALY,2020-08-04,"15,000",Mapei S.p.A.,"Art. 5 GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 17 GDPR",Insufficient legal basis for data processing,link
697,ETid-373,ITALY,2020-08-05,"2,000",School,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
698,ETid-372,AUSTRIA,2020-08-05,100,Bank,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
699,ETid-371,SPAIN,2020-08-05,"3,000",Restaurant,"Art. 5 (1) c) GDPR, Art. 12 GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link
700,ETid-370,FINLAND,2020-08-05,"7,000",Acc Consulting Varsinais-Suomi,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
701,ETid-369,SPAIN,2020-08-06,"3,000",Just Landed S.L.,Art. 13 GDPR,Insufficient fulfilment of information obligations,link
702,ETid-368,ITALY,2020-08-06,"3,000",GTL S.R.L.,"Art. 12 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link
703,ETid-367,ITALY,2020-08-10,"10,000",Community of Baronissi,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
704,ETid-366,ITALY,2020-08-10,"10,000",Cavauto S.R.L.,"Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR",Insufficient legal basis for data processing,link
705,ETid-365,SPAIN,2020-08-04,"60,000","Vodafone España, SAU","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
706,ETid-364,SPAIN,2020-08-06,"3,000",GROW BEATS SL,"Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR",Insufficient fulfilment of information obligations,link
707,ETid-363,DENMARK,2020-08-04,"20,100",PrivatBo A.M.B.A.,"Art. 5 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
708,ETid-362,FRANCE,2020-08-05,"250,000",Spartoo,"Art. 5 (1) GDPR, Art. 13 GDPR, Art. 14 GDPR",Non-compliance with general data processing principles,link
709,ETid-361,DENMARK,2020-07-28,"147,800",Arp Hansen Hotel Group A/S,Art. 5 (1) e) GDPR,Non-compliance with general data processing principles,link
710,ETid-360,ROMANIA,2020-07-27,"5,000",SC Cntar Tarom SA,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
711,ETid-359,ROMANIA,2020-07-30,"2,000",Romanian Post National Company,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
712,ETid-358,ROMANIA,2020-07-30,"2,000",SC Viva Credit IFN SA,Art. 17 GDPR,Insufficient fulfilment of data subjects rights,link
713,ETid-357,BELGIUM,2020-07-14,"5,000",Operator of CCTV of a residential building,"Art. 6 GDPR, Art. 7 GDPR",Insufficient legal basis for data processing,link
714,ETid-356,SPAIN,2020-07-23,"5,000",El Real Sporting de Gijón S.A.D.,"Art. 6 GDPR, Art. 7 GDPR",Insufficient legal basis for data processing,link
715,ETid-355,SPAIN,2020-07-23,"5,000",Xfera Moviles S.A.,Art. 58 GDPR,Insufficient cooperation with supervisory authority,link
716,ETid-354,SPAIN,2020-07-23,"75,000","Telefónica Móviles España, SAU","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
717,ETid-353,SPAIN,2020-07-23,"70,000","Telefónica Móviles España, SAU","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
718,ETid-352,SPAIN,2020-07-23,"55,000","Telefónica Móviles España, SAU","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
719,ETid-351,SPAIN,2020-07-23,"10,000","El Periódico de Catalunya, S.L.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
720,ETid-350,SPAIN,2020-07-20,"70,000",Xfera Moviles S.A.,Art. 5 GDPR,Non-compliance with general data processing principles,link
721,ETid-349,SPAIN,2020-07-20,"80,000",Orange Espagne S.A.U.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
722,ETid-348,GREECE,2020-06-29,"5,000",New York College S.A.,Art. 5 GDPR,Non-compliance with general data processing principles,link
723,ETid-347,SPAIN,2020-07-20,"1,500","Comercial Vigobrandy, SL","Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR",Insufficient fulfilment of information obligations,link
724,ETid-346,SPAIN,2020-07-20,"40,000",Iberia Lae SA Operadora Unipersonal,Art. 58 GDPR,Insufficient cooperation with supervisory authority,link
