,ID,Country,Date,Amount,Controller_Processor,Quoted_Art,Type
1078,ETid-309,SPAIN,2020-06-16,"2,000",Café Bar,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 14 GDPR",Non-compliance with general data processing principles
1079,ETid-308,SPAIN,2020-06-22,"2,000",Comunidad de propietarios demelza beach,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 14 GDPR",Non-compliance with general data processing principles
1080,ETid-307,SPAIN,2020-06-23,"7,500",Miraclia (telecommunications company),"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1081,ETid-306,GERMANY,2020-06-30,"1,240,000",Allgemeine Ortskrankenkasse ('AOK') (health insurance company),"Art. 5 GDPR, Art. 6 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1082,ETid-305,HUNGARY,2020-01-24,"1,450",Accounting firm,"Art. 24 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1083,ETid-304,HUNGARY,2020-03-19,"5,800",Unknown Company,"Art. 6 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights
1084,ETid-303,HUNGARY,2020-03-26,"2,890",Bank,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1085,ETid-302,ESTONIA,2020-04-30,500,Housing Association,Art. 6 GDPR,Insufficient legal basis for data processing
1086,ETid-301,ROMANIA,2020-04-23,"3,000",Telekom Romania Communications SA,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
1087,ETid-300,SPAIN,2020-06-09,"2,000",Property Owner,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1088,ETid-299,SPAIN,2020-06-09,"2,000",Attorney,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
1089,ETid-298,SPAIN,2020-06-09,"3,000",Salad Market S.L. (Catering Company),"Art. 13 GDPR, Art. 14 GDPR",Insufficient fulfilment of information obligations
1090,ETid-297,ROMANIA,2020-04-23,"3,000",Estee Lauder Romania,"Art. 6 GDPR, Art. 7 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
1091,ETid-296,BELGIUM,2020-05-14,"50,000",Social Media Provider,Art. 6 GDPR,Insufficient legal basis for data processing
1092,ETid-295,BULGARIA,2020-04-14,"2,000",Political Party,Art. 6 GDPR,Insufficient legal basis for data processing
1093,ETid-294,NORWAY,2020-05-03,"134,000",Telenor Norge AS,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
1094,ETid-293,SPAIN,2020-06-09,"40,000","TELEFONICA MOVILES ESPAÑA, S.A.U.",Art. 6 GDPR,Insufficient legal basis for data processing
1095,ETid-292,NORWAY,2020-09-03,"276,000",Bergen Municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1096,ETid-291,SPAIN,2020-06-04,"4,000",Iberdrola Clientes,Art. 58 GDPR,Insufficient cooperation with supervisory authority
1097,ETid-290,SPAIN,2020-06-09,"25,000",Glovoapp23,Art. 37 GDPR,Lack of appointment of data protection officer
1098,ETid-289,SPAIN,2020-06-09,"39,000",Xfera Moviles S.A.,Art. 5 (1) f) GDPR,Insufficient legal basis for data processing
1099,ETid-288,SPAIN,2020-06-09,"75,000","Equifax Iberica, S.L.",Art. 15 GDPR,Insufficient fulfilment of data subjects rights
1100,ETid-287,SPAIN,2020-06-09,"1,000",Property Owner,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1101,ETid-286,SPAIN,2020-06-09,540,Chenming Ye (Bazar Real),"Art. 13 GDPR, Art. 14 GDPR",Insufficient fulfilment of information obligations
1102,ETid-285,SPAIN,2020-06-09,"5,000",Consulting de Seguridad e Investigacion Mira Dp Madrid S.L.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1103,ETid-284,HUNGARY,2020-03-09,870,Creditor,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1104,ETid-283,FINLAND,2020-05-29,"72,000",Taksi Helsinki,"Art. 5 GDPR, Art. 6 GDPR, Art. 35 GDPR",Non-compliance with general data processing principles
1105,ETid-282,BELGIUM,2020-05-29,"1,000",Non-profit organisation,"Art. 6 GDPR, Art. 21 GDPR",Insufficient fulfilment of data subjects rights
1106,ETid-281,FINLAND,2020-05-22,"12,500",Unknown Company,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1107,ETid-280,FINLAND,2020-05-22,"16,000",Kymen Vesi Oy,Art. 35 GDPR,Non-compliance with general data processing principles
1108,ETid-279,FINLAND,2020-05-22,"100,000",Posti Group Oyj,"Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights
1109,ETid-278,IRELAND,2020-05-17,"75,000",Tusla Child and Family Agency,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1110,ETid-277,DENMARK,2020-05-15,"6,700",JobTeam A/S DKK,Art. 15 GDPR,Insufficient fulfilment of data subjects rights
1111,ETid-276,SWEDEN,2020-05-12,"11,200",Health and Medical Board of the Region of Örebro County,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1112,ETid-275,ROMANIA,2020-05-05,"5,000",Banca Comercială Română SA,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
1113,ETid-274,THE NETHERLANDS,2020-04-30,"725,000",Unknown Organisation,"Art. 5 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
1114,ETid-273,SWEDEN,2020-04-29,"18,700",National Government Service Centre (NGSC),"Art. 33 GDPR, Art. 34 GDPR",Insufficient fulfilment of data breach notification obligations
1115,ETid-272,BELGIUM,2020-04-28,"50,000",Proximus SA,"Art. 31 GDPR, Art. 58 GDPR, Art. 37 GDPR",Lack of appointment of data protection officer
1116,ETid-271,GERMANY,2019,"50,000",Unknown Company,"Art. 15 GDPR, Art. 28 GDPR",Insufficient fulfilment of data subjects rights
1117,ETid-270,BULGARIA,2020-01-06,"5,110",Utility Company,Art. 6 (1) GDPR,Insufficient legal basis for data processing
1118,ETid-269,BULGARIA,2020-02-20,"2,560",L.E. EOOD,"Art. 25 (1) GDPR, Art. 32 GDPR, Art. 6 GDPR",Insufficient technical and organisational measures to ensure information security
1119,ETid-268,BULGARIA,2020-02-20,"2,560",T.K. EOOD,"Art. 25 (1) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1120,ETid-267,POLAND,2020-03-09,"4,400",Vis Consulting Sp. z o.o.,"Art. 31 GDPR, Art. 58 GDPR",Insufficient cooperation with supervisory authority
1121,ETid-266,SPAIN,2020-03-25,"5,000",Xfera Moviles S.A.,Art. 58 GDPR,Insufficient cooperation with supervisory authority
1122,ETid-265,ITALY,2020-02-13,"4,000",Comune di Urago,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1123,ETid-264,ROMANIA,2020-03-25,"3,000",Dante International,"Art. 6 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing
1124,ETid-263,ROMANIA,2020-03-25,"4,150",Vodafone Romania,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
1125,ETid-262,ROMANIA,2020-03-25,"3,000",Enel Energie,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
1126,ETid-261,ROMANIA,2020-03-25,"2,000",SOS Infertility Association,Art. 58 GDPR,Insufficient cooperation with supervisory authority
1127,ETid-260,HUNGARY,2020-03-04,290,Representative of a local government,"Art. 5 GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 15 GDPR, Art. 17 GDPR",Insufficient legal basis for data processing
1128,ETid-259,HUNGARY,2019-10-15,"2,860",Unknown Company,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 24 GDPR, Art. 25 GDPR",Non-compliance with general data processing principles
1129,ETid-258,HUNGARY,2019-08-08,"1,715",Government Office Managing the Real Estate Register,"Art. 5 GDPR, Art. 14 GDPR",Non-compliance with general data processing principles
1130,ETid-257,HUNGARY,2019-08-02,"4,290",Public area maintenance company,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
1131,ETid-256,HUNGARY,2019-07-17,"8,575",Budapest Environs Regional Court,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1132,ETid-255,HUNGARY,2019-06-26,"2,850",Financial Enterprise,"Art. 5 GDPR, Art. 6 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing
1133,ETid-254,HUNGARY,2019-06-26,"2,850",Unknown,"Art. 5 GDPR, Art. 6 GDPR, Art. 17 GDPR",Insufficient legal basis for data processing
1134,ETid-253,HUNGARY,2019-06-03,"2,850",Claim management company,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1135,ETid-252,HUNGARY,2019-05-31,"2,000",Local bank,"Art. 12 (3), (4), (5) GDPR, Art. 15 GDPR, Art. 18 GDPR",Insufficient fulfilment of data subjects rights
1136,ETid-251,HUNGARY,2019-05-21,286,Directorate of Social and Child Welfare Institutions of the Ferencvaros District of Budapest,Art. 33 GDPR,Insufficient fulfilment of data breach notification obligations
1137,ETid-250,GREECE,2020-03-20,"8,000",Speech and Special Education Centre - Mihou Dimitra,"Art. 15 GDPR, Art. 58 GDPR",Insufficient fulfilment of data subjects rights
1138,ETid-249,ITALY,2020-02-06,"20,000",RTI - Reti Televisive Italiane s.p.a.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1139,ETid-248,SPAIN,2020-03-19,"6,000","Oliveros Ustrell, S.L.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1140,ETid-247,SPAIN,2020-03-16,"6,000",Amalfi Servicios de Restauracion S.L.,"Art. 5 GDPR, Art. 13 GDPR, Art. 14 GDPR",Non-compliance with general data processing principles
1141,ETid-246,SPAIN,2020-03-12,"2,000",Homeowners Association,"Art. 5 GDPR, Art. 13 GDPR, Art. 14 GDPR",Non-compliance with general data processing principles
1142,ETid-245,SPAIN,2020-03-06,"3,200",Retailer,"Art. 13 GDPR, Art. 14 GDPR",Insufficient fulfilment of information obligations
1143,ETid-244,SPAIN,2020-03-16,"4,000",Private Person,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1144,ETid-243,SPAIN,2020-03-16,"5,000","Centro De Estudio Dirigidos Delta, S.L.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
1145,ETid-242,GREECE,2020-02-21,"5,000",Public Power Corporation S.A.,Art. 15 GDPR,Insufficient fulfilment of data subjects rights
1146,ETid-241,ROMANIA,2020-02-11,"3,000",Vodafone Romania,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1147,ETid-240,SPAIN,2020-03-18,"30,000",Telefónica,Art. 58 GDPR,Insufficient cooperation with supervisory authority
1148,ETid-239,CROATIA,2020-03-13,Unknown,Bank (name not available at the moment),"Art. 15 (1), (3) GDPR",Insufficient fulfilment of data subjects rights
1149,ETid-238,GERMANY,2019-08-05,200,Private person (YouTube-Channel),"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1150,ETid-237,NORWAY,2020-02-28,Only intention to issue fine,Coop Finnmark SA,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1151,ETid-236,GERMANY,2019,"2,000",Restaurant,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1152,ETid-235,NORWAY,2020-02-26,Only intention to issue fine,Rælingen Municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1153,ETid-234,ICELAND,2020-03-10,"9,000",Breiðholt Upper Secondary School,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1154,ETid-233,ICELAND,2020-03-10,"20,600",National Center of Addiction Medicine ('SAA'),"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1155,ETid-232,SWEDEN,2020-03-11,"5,000,000",Google LLC,"Art. 5 GDPR, Art. 6 GDPR, Art. 17 GDPR",Insufficient fulfilment of data subjects rights
1156,ETid-231,DENMARK,2020-03-10,"14,000",Gladsaxe Municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1157,ETid-230,DENMARK,2020-03-10,"7,000",Hørsholm Municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1158,ETid-229,SPAIN,2020-03-09,"15,000",Gesthotel Activos Balagares,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
1159,ETid-228,SPAIN,2020-03-06,"4,000",Private person,Art. 5 GDPR,Non-compliance with general data processing principles
1160,ETid-227,ITALY,2020-03-06,"4,000",Liceo Scientifico Nobel di Torre del Greco,"Art. 5 GDPR, Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
1161,ETid-226,ITALY,2020-03-06,"4,000",Liceo Artistico Statale di Napoli,"Art. 5 GDPR, Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
1162,ETid-225,SPAIN,2020-03-04,"60,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1163,ETid-224,POLAND,2020-03-04,0,School in Gdansk (Danzig) (fine imposed against town of Gdansk),"Art. 5 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
1164,ETid-223,SPAIN,2020-03-03,"24,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1165,ETid-222,SPAIN,2020-03-03,"40,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1166,ETid-221,SPAIN,2020-03-03,"42,000","Vodafone España, S.A.U.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1167,ETid-220,SPAIN,2020-03-03,"1,800",Solo Embrague,Art. 13 GDPR,Insufficient fulfilment of information obligations
1168,ETid-219,SPAIN,2020-02-28,"3,600",AEMA Hispánica,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
1169,ETid-218,THE NETHERLANDS,2020-03-03,"525,000",Royal Dutch Tennis Association ('KNLTB'),"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1170,ETid-217,SPAIN,2020-02-25,"6,000",Casa Gracio Operation,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1171,ETid-216,SPAIN,2020-02-25,"48,000",HM Hospitales,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1172,ETid-215,SPAIN,2020-02-28,"48,000","Vodafone ONO, S.A.U.",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
1173,ETid-214,SPAIN,2020-02-27,"120,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1174,ETid-213,ITALY,2020-01-23,"30,000",Sapienza Università di Roma,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1175,ETid-212,ITALY,2020-01-23,"30,000",Azienda Ospedaliero Universitaria Integrata di Verona (Hospital),"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1176,ETid-211,SPAIN,2020-02-14,"30,000",Xfera Moviles S.A.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1177,ETid-210,SPAIN,2020-02-14,"42,000","Vodafone España, S.A.U.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1178,ETid-209,SPAIN,2020-02-14,"80,000",Iberdrola Clientes,Art. 6 GDPR,Insufficient legal basis for data processing
1179,ETid-208,SPAIN,2020-02-18,"1,500","Mymoviles Europa 2000, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations
1180,ETid-207,SPAIN,2020-02-14,"3,000",Colegio Arenales Carabanchel (School),Art. 6 GDPR,Insufficient legal basis for data processing
1181,ETid-206,SPAIN,2020-02-14,"2,500","Grupo Valsor Y Losan, S.L.",Art. 5 (1) f) GDPR,Insufficient technical and organisational measures to ensure information security
1182,ETid-205,GERMANY,2019,Unknown,Hamburger Volksbank eG,Art. 21 GDPR,Insufficient fulfilment of data subjects rights
1183,ETid-204,GERMANY,2019,"20,000",Hamburger Verkehrsverbund GmbH (HVV GmbH),"Art. 33 GDPR, Art. 34 GDPR",Insufficient fulfilment of data breach notification obligations
1184,ETid-203,GERMANY,2019,"51,000",Facebook Germany GmbH,Art. 37 GDPR,Lack of appointment of data protection officer
1185,ETid-202,ITALY,2020-01-15,"10,000",Community of Francavilla Fontana,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1186,ETid-201,SPAIN,2020-02-04,"1,500",Cafetería Nagasaki,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1187,ETid-200,SPAIN,2020-02-03,800,Automoción,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1188,ETid-199,SPAIN,2020-02-03,"5,000",Queseria Artesenal Ameco S.L.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1189,ETid-198,SPAIN,2020-02-03,"6,670",Banco Bilbao Vizcaya Argentaria S.L.,"Art. 5 GDPR, Art. 6 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing
1190,ETid-197,SPAIN,2020-02-03,"75,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1191,ETid-196,SPAIN,2020-02-03,"20,000","Iberia Lineas Aereas de Espana, S.A. Operadora Unipersonal","Art. 5 GDPR, Art. 6 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing
1192,ETid-195,SPAIN,2020-02-03,"50,000","Vodafone España, S.A.U.",Art. 5 GDPR,Non-compliance with general data processing principles
1193,ETid-194,SPAIN,2020-02-03,"60,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1194,ETid-193,SPAIN,2020-02-03,"75,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1195,ETid-192,SPAIN,2020-02-03,"60,000",Xfera Moviles S.A.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1196,ETid-191,SPAIN,2020-01-14,"3,600","Zhang Bordeta 2006, S.L. (Store and Restaurant)",Art. 5 GDPR,Non-compliance with general data processing principles
1197,ETid-190,GERMANY,2019-10-24,"100,000",Food company,"Art. 5 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1198,ETid-189,ITALY,2020-01-15,"27,800,000",TIM (telecommunications operator),"Art. 5 GDPR, Art. 6 GDPR, Art. 17 GDPR, Art. 21 GDPR, Art. 32 GDPR",Insufficient legal basis for data processing
1199,ETid-188,GREECE,2019-12-19,"150,000",Aegean Marine Petroleum Network Inc.,"Art. 5 GDPR, Art. 6 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1200,ETid-187,ITALY,2019-12-11,"3,000,000",Eni Gas e Luce,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1201,ETid-186,ITALY,2019-12-11,"8,500,000",Eni Gas e Luce,"Art. 5 GDPR, Art. 6 GDPR, Art. 17 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing
1202,ETid-185,ROMANIA,2019-12-13,"5,000",Entirely Shipping & Trading S.R.L.,"Art. 5 (1) GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 9 GDPR",Non-compliance with general data processing principles
1203,ETid-184,ROMANIA,2019-12-13,"5,000",Entirely Shipping & Trading S.R.L.,"Art. 5 (1) GDPR, Art. 6 GDPR, Art. 7 GDPR",Non-compliance with general data processing principles
1204,ETid-183,GREECE,2020-01-13,"15,000",Allseas Marine S.A.,"Art. 5 (1) a), (2) GDPR",Non-compliance with general data processing principles
1205,ETid-182,CYPRUS,2020-01-13,"1,000",eShop for Sports (M.L. PRO.FIT SOLUTIONS LTD),Art. 6 GDPR,Insufficient legal basis for data processing
1206,ETid-181,CYPRUS,2019-10-25,"2,000","LGS Handling Ltd, Louis Travel Ltd, and Louis Aviation Ltd","Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
1207,ETid-180,CYPRUS,2019-10-25,"10,000","LGS Handling Ltd, Louis Travel Ltd, and Louis Aviation Ltd","Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
1208,ETid-179,CYPRUS,2019-10-25,"70,000","LGS Handling Ltd, Louis Travel Ltd, and Louis Aviation Ltd","Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
1209,ETid-178,CYPRUS,2020-01-13,"9,000","Social Insurance Services of the Ministry of Labor, Welfare and Social Insurance",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
1210,ETid-177,ROMANIA,2019-12-16,"6,000",SC Enel Energie S.A. (Electricity Distributor),"Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing
1211,ETid-176,ROMANIA,2019-12-10,"14,000",Hora Credit IFN SA,"Art. 5 GDPR, Art. 25 GDPR, Art. 32 GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security
1212,ETid-175,SPAIN,2020-01-07,"10,000",Asociación de Médicos Demócratas,Art. 6 GDPR,Insufficient legal basis for data processing
1213,ETid-174,SPAIN,2020-01-07,"75,000","EDP Comercializadora, S.A.U.",Art. 6 GDPR,Insufficient legal basis for data processing
1214,ETid-173,SPAIN,2020-01-07,"75,000",EDP España S.A.U.,Art. 6 GDPR,Insufficient legal basis for data processing
1215,ETid-172,SPAIN,2020-01-09,"3,000","Vodafone España, S.A.U.",Art. 58 GDPR,Insufficient cooperation with supervisory authority
1216,ETid-171,SPAIN,2020-01-07,"44,000","Vodafone España, S.A.U.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
1217,ETid-170,GERMANY,2019,"294,000",Unknown,Art. 5 GDPR,Non-compliance with general data processing principles
1218,ETid-169,BELGIUM,2019-12-17,"15,000",Website providing legal information,"Art. 6 GDPR, Art. 12 GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
1219,ETid-168,BULGARIA,2019-10-08,"5,112",The Ministry of Interior Affairs,"Art. 5 (1) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing
1220,ETid-167,BULGARIA,2019-10-07,511,B.D.,Art. 31 GDPR,Insufficient cooperation with supervisory authority
1221,ETid-166,BULGARIA,2019-10-28,511,Employer,"Art. 12 (3) GDPR, Art. 15 (1) GDPR",Insufficient fulfilment of data subjects rights
1222,ETid-165,BULGARIA,2019-09-03,"1,121",Private enforcement agent,"Art. 12 (4) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights
1223,ETid-164,BULGARIA,2019-09-03,"11,760",Commercial representative of telecommunication service provider,Art. 6 (1) GDPR,Insufficient legal basis for data processing
1224,ETid-163,BULGARIA,2019-09-03,"5,113",Telecommunication service provide,"Art. 6 (1) GDPR, Art. 25 (1) GDPR",Insufficient legal basis for data processing
1225,ETid-162,BULGARIA,2019-09-03,"1,022",Telecommunication service provide,"Art. 6 (1) GDPR, Art. 25 (1) GDPR",Insufficient legal basis for data processing
1226,ETid-161,SPAIN,2019-12-10,"5,000","Shop Macoyn, S.L.",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
1227,ETid-160,ROMANIA,2019-11-29,500,Homeowners Association,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
1228,ETid-159,BELGIUM,2019-12-17,"2,000",Nursing Care Organisation,"Art. 12 GDPR, Art. 15 GDPR, Art. 17 GDPR",Insufficient fulfilment of data subjects rights
1229,ETid-158,UNITED KINGDOM,2019-12-17,"320,000",Doorstep Dispensaree Ltd. (Pharmacy),Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
1230,ETid-157,HUNGARY,2019-12-11,"1,430",Unknown Company,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 24 GDPR, Art. 25 GDPR",Non-compliance with general data processing principles
1231,ETid-156,ROMANIA,2019-12-18,"2,000",Telekom Romania Mobile Communications SA,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
1232,ETid-155,GREECE,2019-10-18,"20,000",Wind Hellas Telecommunications,Art. 21 GDPR,Insufficient fulfilment of data subjects rights
1233,ETid-154,THE NETHERLANDS,2019-10-31,"50,000",Menzis (Health Insurance Company),Art. 5 GDPR,Non-compliance with general data processing principles
1234,ETid-153,SPAIN,2019-10-23,"60,000","Vodafone España, S.A.U.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
1235,ETid-152,SPAIN,2019-11-06,"60,000","Vodafone España, S.A.U.",Art. 6 GDPR,Insufficient legal basis for data processing
1236,ETid-151,SPAIN,2019-11-19,"6,000",Sports Bar,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1237,ETid-150,HUNGARY,2019-10-24,"7,400",Military Hospital,"Art. 32 GDPR, Art. 33 GDPR",Insufficient fulfilment of data breach notification obligations
1238,ETid-149,ROMANIA,2019-12-02,"2,000",Nicola Medical Team 17 SRL,Art. 58 GDPR,Insufficient cooperation with supervisory authority
1239,ETid-148,ROMANIA,2019-11-26,"3,000",Modern Barber,Art. 58 GDPR,Insufficient cooperation with supervisory authority
1240,ETid-147,SPAIN,2019-12-10,"1,600",Megastar SL,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
1241,ETid-146,SPAIN,2019-12-03,"5,000",Linea Directa Aseguradora,Art. 6 GDPR,Insufficient legal basis for data processing
1242,ETid-145,ROMANIA,2019-12-16,"2,000",Globus Score SRL,Art. 58 GDPR,Insufficient cooperation with supervisory authority
1243,ETid-144,SWEDEN,2019-12-16,"35,000",Nusvar AB,Art. 6 GDPR,Insufficient legal basis for data processing
1244,ETid-143,GERMANY,2019,800,Police Officer,Art. 6 GDPR,Insufficient legal basis for data processing
1245,ETid-142,SPAIN,2019-12-03,"1,500",Cerrajeria Verin S.L.,Art. 13 GDPR,Insufficient fulfilment of information obligations
1246,ETid-141,SPAIN,2019-11-28,"75,000",Curenergía Comercializador de último recurso,Art. 6 GDPR,Insufficient legal basis for data processing
1247,ETid-140,BULGARIA,2019-09-03,"28,100",National Revenue Agency,"Art. 6 (1) GDPR, Art. 58 (2) e) GDPR",Insufficient legal basis for data processing
1248,ETid-139,HUNGARY,2019-10,"15,100",Town of Kerepes,Art. 6 (1) GDPR,Insufficient legal basis for data processing
1249,ETid-138,SPAIN,2019,"3,600","AMADOR RECREATIVOS, S.L",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1250,ETid-137,SPAIN,2019,"9,000",Employer,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1251,ETid-136,SPAIN,2019,"20,000",Employer,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1252,ETid-135,SPAIN,2019,"40,000","Vodafone España, S.A.U.",Art. 6 GDPR,Insufficient legal basis for data processing
1253,ETid-134,SPAIN,2019,"30,000","Vodafone España, S.A.U.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1254,ETid-133,SPAIN,2019,"48,000","TELEFONICA MOVILES ESPAÑA, S.A.U.",Art. 5 (1) a) GDPR,Non-compliance with general data processing principles
1255,ETid-132,SPAIN,2019,"48,000","VODAFONE ONO, S.A.U.",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
1256,ETid-131,SPAIN,2019,"36,000","VODAFONE ONO, S.A.U.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
